date,material_type,quantity_requested,quantity_sold,average_price,number_of_buyers,number_of_transactions,location
2025-06-04,Steel,13359.7,11758.8,42.81,18,15,Coimbatore
2025-06-05,Steel,13403.4,12424.3,40.52,17,17,Pune
2025-06-06,Steel,13394.5,11696.6,43.88,15,12,Pune
2025-06-07,Steel,11313.1,9155.7,43.37,16,19,Ahmedabad
2025-06-08,Steel,8258.0,7715.3,42.2,9,12,Bengaluru
2025-06-09,Steel,14414.7,13602.8,43.49,17,19,Mumbai
2025-06-10,Steel,15486.5,13500.7,42.17,19,19,Coimbatore
2025-06-11,Steel,12565.8,10164.9,42.35,17,25,Ahmedabad
2025-06-12,Steel,14252.6,12744.8,43.76,18,27,Bengaluru
2025-06-13,Steel,13524.9,10361.7,41.71,18,17,Pune
2025-06-14,Steel,10844.4,9294.4,43.3,14,19,Surat
2025-06-15,Steel,7515.0,6887.0,40.66,12,17,Delhi
2025-06-16,Steel,13227.9,11560.3,42.01,18,20,Kolkata
2025-06-17,Steel,14754.9,12614.7,43.85,18,18,Pune
2025-06-18,Steel,14220.3,12123.4,43.61,17,25,Hyderabad
2025-06-19,Steel,13699.5,11035.3,40.39,19,28,Bengaluru
2025-06-20,Steel,14466.7,12939.1,42.34,16,17,Coimbatore
2025-06-21,Steel,10123.5,8992.2,43.94,14,13,Ahmedabad
2025-06-22,Steel,6971.1,5692.4,44.06,12,11,Delhi
2025-06-23,Steel,12260.1,11391.6,42.07,13,11,Mumbai
2025-06-24,Steel,13117.3,12045.6,42.12,16,18,Hyderabad
2025-06-25,Steel,13603.9,11350.9,43.21,17,18,Chennai
2025-06-26,Steel,13538.4,12810.5,41.62,18,16,Bengaluru
2025-06-27,Steel,13536.1,12050.5,40.91,15,22,Ahmedabad
2025-06-28,Steel,10014.1,7567.1,41.66,15,15,Coimbatore
2025-06-29,Steel,8130.9,7507.1,43.96,9,10,Bengaluru
2025-06-30,Steel,13499.2,12032.0,41.79,16,16,Coimbatore
2025-07-01,Steel,13764.8,10910.5,41.75,16,22,Ahmedabad
2025-07-02,Steel,12158.9,9283.1,41.64,14,14,Ahmedabad
2025-07-03,Steel,13451.0,12434.7,41.38,15,21,Chennai
2025-07-04,Steel,12520.9,9716.4,40.22,18,23,Ahmedabad
2025-07-05,Steel,10449.8,8975.4,40.68,14,16,Coimbatore
2025-07-06,Steel,7847.9,7308.2,41.65,11,14,Mumbai
2025-07-07,Steel,13196.9,10812.8,43.52,16,19,Delhi
2025-07-08,Steel,12600.9,10034.5,41.72,16,14,Coimbatore
2025-07-09,Steel,13085.3,10246.4,43.49,18,17,Bengaluru
2025-07-10,Steel,12132.3,9283.7,40.62,17,22,Delhi
2025-07-11,Steel,13711.1,11470.1,40.07,17,24,Surat
2025-07-12,Steel,10393.2,8361.3,42.38,15,18,Mumbai
2025-07-13,Steel,8077.3,6341.7,42.01,10,15,Kolkata
2025-07-14,Steel,12614.9,11959.3,41.79,14,14,Coimbatore
2025-07-15,Steel,12586.8,10050.7,42.71,15,21,Kolkata
2025-07-16,Steel,12412.7,10688.5,43.7,13,18,Bengaluru
2025-07-17,Steel,13367.3,10585.9,40.57,14,13,Delhi
2025-07-18,Steel,12386.5,11630.0,42.1,15,13,Ahmedabad
2025-07-19,Steel,10734.7,10046.5,43.05,16,17,Delhi
2025-07-20,Steel,7058.3,6627.4,42.85,10,9,Bengaluru
2025-07-21,Steel,11539.0,9875.5,43.0,13,17,Bengaluru
2025-07-22,Steel,12353.6,9280.7,44.07,16,18,Hyderabad
2025-07-23,Steel,11959.7,10957.9,41.74,13,19,Coimbatore
2025-07-24,Steel,12659.0,10523.9,42.7,15,21,Mumbai
2025-07-25,Steel,11896.2,10439.5,41.36,15,17,Pune
2025-07-26,Steel,10741.4,9969.5,40.63,13,18,Ahmedabad
2025-07-27,Steel,7119.4,6051.1,42.9,8,7,Pune
2025-07-28,Steel,12420.5,9844.4,42.13,17,19,Coimbatore
2025-07-29,Steel,12893.3,12097.8,43.16,15,20,Bengaluru
2025-07-30,Steel,13051.0,10232.5,41.35,17,25,Coimbatore
2025-07-31,Steel,12433.8,10101.6,40.59,15,12,Bengaluru
2025-08-01,Steel,11956.6,9759.1,41.32,16,19,Hyderabad
2025-08-02,Steel,8968.1,8485.8,43.24,13,16,Mumbai
2025-08-03,Steel,6655.3,5130.3,41.65,12,14,Chennai
2025-08-04,Steel,11971.2,9839.6,42.35,15,16,Ahmedabad
2025-08-05,Steel,12380.4,9861.8,41.54,15,16,Coimbatore
2025-08-06,Steel,12084.0,9780.8,43.95,17,22,Mumbai
2025-08-07,Steel,12679.2,11401.5,41.71,15,14,Bengaluru
2025-08-08,Steel,11874.3,10386.7,40.2,14,14,Surat
2025-08-09,Steel,9856.6,8043.6,42.15,14,11,Delhi
2025-08-10,Steel,7678.6,7127.5,40.9,13,13,Pune
2025-08-11,Steel,12376.2,10724.4,42.39,15,22,Delhi
2025-08-12,Steel,12112.1,9749.2,41.95,13,16,Surat
2025-08-13,Steel,11764.4,9583.4,40.15,14,20,Coimbatore
2025-08-14,Steel,11723.4,9321.0,43.91,17,20,Chennai
2025-08-15,Steel,11571.2,9236.9,43.87,16,14,Delhi
2025-08-16,Steel,9438.4,7350.2,40.84,12,13,Surat
2025-08-17,Steel,7333.0,5578.0,43.64,12,16,Chennai
2025-08-18,Steel,11885.5,9004.9,42.73,13,14,Hyderabad
2025-08-19,Steel,11188.7,8854.1,41.08,13,13,Ahmedabad
2025-08-20,Steel,13039.7,9835.0,42.57,17,19,Kolkata
2025-08-21,Steel,12151.5,10977.5,40.2,15,22,Pune
2025-08-22,Steel,11096.6,9672.1,42.67,14,16,Surat
2025-08-23,Steel,9386.3,8293.3,41.14,13,13,Pune
2025-08-24,Steel,6869.1,5992.1,41.46,10,8,Pune
2025-08-25,Steel,12909.8,10519.4,42.62,17,15,Chennai
2025-08-26,Steel,11205.2,9396.9,41.16,14,20,Mumbai
2025-08-27,Steel,12439.2,11562.4,42.25,17,18,Bengaluru
2025-08-28,Steel,12677.2,11256.5,40.45,16,14,Coimbatore
2025-08-29,Steel,11444.8,10740.7,43.66,16,20,Kolkata
2025-08-30,Steel,9391.5,7351.7,43.09,13,16,Chennai
2025-08-31,Steel,6116.8,5656.4,42.46,8,7,Pune
2025-09-01,Steel,11656.4,9888.0,42.88,15,14,Hyderabad
2025-09-02,Steel,11743.1,8902.1,43.29,14,16,Delhi
2025-09-03,Steel,12147.8,10969.5,43.6,16,15,Kolkata
2025-09-04,Steel,12393.7,11106.4,42.2,15,22,Hyderabad
2025-09-05,Steel,11278.8,10314.5,41.42,13,12,Chennai
2025-09-06,Steel,8304.2,7533.2,43.0,11,16,Mumbai
2025-09-07,Steel,6676.1,5019.9,42.85,12,11,Delhi
2025-09-08,Steel,11871.3,9458.0,42.6,13,16,Chennai
2025-09-09,Steel,11835.1,9293.0,42.91,17,24,Pune
2025-09-10,Steel,11480.3,10259.8,42.67,14,16,Pune
2025-09-11,Steel,11742.5,10176.0,40.16,13,13,Ahmedabad
2025-09-12,Steel,12568.9,10954.5,40.96,15,20,Hyderabad
2025-09-13,Steel,9661.7,8993.6,41.26,14,11,Kolkata
2025-09-14,Steel,6430.4,5980.3,40.27,7,7,Mumbai
2025-09-15,Steel,11338.7,10184.5,42.97,13,13,Kolkata
2025-09-16,Steel,11531.1,10285.9,41.89,14,13,Surat
2025-09-17,Steel,12609.9,10547.9,40.64,17,19,Delhi
2025-09-18,Steel,11513.3,8835.7,41.97,15,21,Chennai
2025-09-19,Steel,11607.3,10488.4,40.53,14,17,Hyderabad
2025-09-20,Steel,9113.9,7751.4,44.07,10,9,Surat
2025-09-21,Steel,7295.4,6725.3,42.25,9,11,Surat
2025-09-22,Steel,12786.6,9719.7,42.19,18,23,Surat
2025-09-23,Steel,11879.4,9812.0,41.63,15,14,Chennai
2025-09-24,Steel,11657.6,10665.5,40.35,17,24,Coimbatore
2025-09-25,Steel,11629.6,9915.7,40.19,14,13,Delhi
2025-09-26,Steel,10177.1,9595.4,42.95,12,10,Bengaluru
2025-09-27,Steel,9844.4,7843.0,41.71,14,16,Mumbai
2025-09-28,Steel,6714.7,6343.8,42.89,8,12,Chennai
2025-09-29,Steel,11868.7,8928.5,42.65,17,24,Chennai
2025-09-30,Steel,11187.4,9774.2,43.63,15,15,Pune
2025-10-01,Steel,11386.8,10391.9,40.03,13,17,Bengaluru
2025-10-02,Steel,11374.6,8583.1,43.63,13,13,Mumbai
2025-10-03,Steel,12238.6,10629.1,41.71,16,14,Kolkata
2025-10-04,Steel,9188.0,7763.4,41.54,10,14,Ahmedabad
2025-10-05,Steel,7898.9,6641.1,43.05,10,11,Ahmedabad
2025-10-06,Steel,11901.0,9287.6,40.22,16,21,Hyderabad
2025-10-07,Steel,10883.9,8419.1,40.01,13,16,Kolkata
2025-10-08,Steel,11579.6,10370.9,40.29,13,13,Ahmedabad
2025-10-09,Steel,11273.7,10657.1,43.98,13,17,Surat
2025-10-10,Steel,10356.7,9035.3,43.51,12,10,Delhi
2025-10-11,Steel,10417.0,9624.6,40.0,13,16,Mumbai
2025-10-12,Steel,7103.3,5899.4,42.41,11,12,Surat
2025-10-13,Steel,12022.8,9607.6,42.91,14,13,Ahmedabad
2025-10-14,Steel,11813.2,8999.9,41.97,15,17,Coimbatore
2025-10-15,Steel,10896.4,9875.1,42.34,12,12,Coimbatore
2025-10-16,Steel,11447.7,9866.6,40.73,13,12,Hyderabad
2025-10-17,Steel,12255.8,11261.6,43.26,16,17,Kolkata
2025-10-18,Steel,8892.6,8053.7,41.13,14,18,Kolkata
2025-10-19,Steel,5211.3,4109.3,43.58,7,7,Pune
2025-10-20,Steel,11656.5,10140.6,39.92,17,19,Bengaluru
2025-10-21,Steel,11722.9,10022.1,43.64,17,24,Bengaluru
2025-10-22,Steel,11905.1,10562.0,42.21,15,20,Pune
2025-10-23,Steel,12277.2,9984.7,43.56,14,17,Chennai
2025-10-24,Steel,12239.6,11368.5,43.91,13,19,Mumbai
2025-10-25,Steel,9767.9,8340.6,40.59,12,13,Kolkata
2025-10-26,Steel,7513.1,6477.5,40.77,12,11,Surat
2025-10-27,Steel,10999.8,10100.4,40.71,13,15,Coimbatore
2025-10-28,Steel,12233.1,9806.3,40.89,15,17,Kolkata
2025-10-29,Steel,12326.0,10011.7,41.67,15,17,Ahmedabad
2025-10-30,Steel,11226.7,10539.0,41.02,15,14,Chennai
2025-10-31,Steel,11089.5,8606.0,41.58,12,13,Pune
2025-11-01,Steel,9276.9,8609.4,42.32,13,14,Chennai
2025-11-02,Steel,6480.0,5197.2,42.06,7,8,Chennai
2025-11-03,Steel,12509.0,11256.3,41.03,14,15,Bengaluru
2025-11-04,Steel,11711.2,10057.7,42.87,14,18,Chennai
2025-11-05,Steel,11589.6,8860.7,42.16,13,11,Delhi
2025-11-06,Steel,11760.5,10978.3,43.51,16,14,Kolkata
2025-11-07,Steel,12823.2,11175.6,41.58,14,19,Pune
2025-11-08,Steel,9865.4,8069.5,42.55,14,21,Mumbai
2025-11-09,Steel,6865.3,5389.9,41.57,9,10,Mumbai
2025-11-10,Steel,12162.5,11371.7,43.86,14,16,Chennai
2025-11-11,Steel,13030.3,12349.2,43.29,15,15,Mumbai
2025-11-12,Steel,11832.5,10369.7,41.22,15,21,Pune
2025-11-13,Steel,13098.8,11591.3,43.21,14,11,Coimbatore
2025-11-14,Steel,12463.7,11469.7,40.29,16,20,Bengaluru
2025-11-15,Steel,9914.1,7737.3,43.16,12,18,Delhi
2025-11-16,Steel,8583.2,7810.5,41.88,12,15,Chennai
2025-11-17,Steel,11790.5,10379.5,42.95,16,21,Hyderabad
2025-11-18,Steel,12241.4,10137.3,42.13,17,18,Coimbatore
2025-11-19,Steel,11744.3,11021.6,41.26,16,13,Surat
2025-11-20,Steel,13085.8,10321.2,40.02,18,22,Delhi
2025-11-21,Steel,13558.8,12021.1,43.71,15,18,Chennai
2025-11-22,Steel,11183.1,8810.0,43.27,14,20,Coimbatore
2025-11-23,Steel,7939.2,6336.4,43.33,11,13,Hyderabad
2025-11-24,Steel,12522.1,11574.4,43.94,17,14,Delhi
2025-11-25,Steel,12454.1,9770.8,41.95,17,18,Surat
2025-11-26,Steel,11703.4,9562.6,42.88,15,21,Surat
2025-11-27,Steel,13961.0,13136.3,40.97,19,25,Delhi
2025-11-28,Steel,13054.5,11295.0,41.13,14,21,Ahmedabad
2025-11-29,Steel,10072.5,9251.7,42.83,13,18,Bengaluru
2025-11-30,Steel,8134.8,6873.3,40.61,9,13,Chennai
2025-12-01,Steel,12292.5,10239.4,43.81,13,16,Ahmedabad
2025-12-02,Steel,13155.1,10404.9,41.19,18,23,Mumbai
2025-12-03,Steel,12842.9,11422.8,41.24,15,14,Chennai
2025-12-04,Steel,13365.3,12205.5,42.89,18,17,Bengaluru
2025-12-05,Steel,12979.9,10831.9,43.72,18,22,Chennai
2025-12-06,Steel,9697.2,8605.0,42.77,11,9,Ahmedabad
2025-12-07,Steel,7525.8,5663.6,42.24,9,8,Surat
2025-12-08,Steel,13756.8,11098.6,42.66,18,20,Chennai
2025-12-09,Steel,13146.9,11799.8,40.91,16,23,Surat
2025-12-10,Steel,13666.8,11074.9,41.08,17,16,Hyderabad
2025-12-11,Steel,12611.9,10249.4,41.37,15,20,Kolkata
2025-12-12,Steel,13261.2,10481.6,40.8,15,19,Ahmedabad
2025-12-13,Steel,10404.0,9286.5,43.51,14,17,Kolkata
2025-12-14,Steel,8078.5,6260.3,40.77,10,11,Pune
2025-12-15,Steel,13410.3,11072.5,42.58,17,15,Chennai
2025-12-16,Steel,13843.9,11328.9,42.25,15,21,Ahmedabad
2025-12-17,Steel,14121.2,13301.6,42.74,19,26,Mumbai
2025-12-18,Steel,13922.5,10645.1,42.93,15,17,Surat
2025-12-19,Steel,13710.4,10614.1,44.05,15,13,Delhi
2025-12-20,Steel,10399.0,8335.4,41.5,11,16,Surat
2025-12-21,Steel,7784.1,7171.1,40.91,13,15,Mumbai
2025-12-22,Steel,13344.6,10468.7,43.12,17,16,Kolkata
2025-12-23,Steel,13497.6,12599.3,43.5,16,24,Bengaluru
2025-12-24,Steel,13519.0,10791.3,44.1,18,27,Kolkata
2025-12-25,Steel,13195.5,11677.2,43.98,17,19,Coimbatore
2025-12-26,Steel,12648.9,10672.5,42.25,14,17,Pune
2025-12-27,Steel,10821.7,8640.6,41.3,12,11,Kolkata
2025-12-28,Steel,8060.7,7380.9,42.21,10,13,Delhi
2025-12-29,Steel,13134.4,11119.8,43.98,14,17,Delhi
2025-12-30,Steel,13992.8,11647.4,39.98,19,21,Hyderabad
2025-12-31,Steel,15163.6,13038.6,40.8,20,25,Pune
2025-01-01,Plastic,9382.8,7806.2,34.66,18,16,Chennai
2025-01-02,Plastic,9674.6,8743.0,33.25,15,14,Ahmedabad
2025-01-03,Plastic,9170.4,6895.5,35.9,18,25,Coimbatore
2025-01-04,Plastic,7808.0,6554.1,36.09,15,17,Coimbatore
2025-01-05,Plastic,4869.6,4166.2,35.04,11,16,Delhi
2025-01-06,Plastic,8814.5,7935.6,36.54,14,13,Ahmedabad
2025-01-07,Plastic,7952.3,7237.5,36.03,12,14,Kolkata
2025-01-08,Plastic,9648.6,7689.1,35.02,19,17,Delhi
2025-01-09,Plastic,9827.1,8336.7,34.32,18,25,Bengaluru
2025-01-10,Plastic,8965.3,7827.9,34.47,17,23,Mumbai
2025-01-11,Plastic,7362.6,6717.7,34.63,14,13,Ahmedabad
2025-01-12,Plastic,4968.9,4119.4,35.62,8,11,Kolkata
2025-01-13,Plastic,9446.6,7387.5,33.61,18,18,Ahmedabad
2025-01-14,Plastic,9789.9,8473.0,33.26,15,14,Pune
2025-01-15,Plastic,8598.8,7764.2,35.89,13,12,Bengaluru
2025-01-16,Plastic,9541.1,7913.8,36.72,15,13,Bengaluru
2025-01-17,Plastic,9277.0,8525.9,34.61,16,17,Pune
2025-01-18,Plastic,7675.5,7218.7,34.03,12,15,Coimbatore
2025-01-19,Plastic,5594.7,5314.0,34.87,11,15,Coimbatore
2025-01-20,Plastic,9396.6,8423.9,34.04,14,15,Pune
2025-01-21,Plastic,9459.6,7372.1,33.77,17,18,Ahmedabad
2025-01-22,Plastic,9439.8,7774.8,33.69,18,17,Surat
2025-01-23,Plastic,9969.9,8661.0,33.34,17,24,Hyderabad
2025-01-24,Plastic,9762.2,8101.5,36.48,18,22,Hyderabad
2025-01-25,Plastic,7874.0,6211.2,34.97,13,12,Mumbai
2025-01-26,Plastic,4966.9,3853.8,35.11,10,13,Bengaluru
2025-01-27,Plastic,9502.7,8596.8,35.95,15,17,Hyderabad
2025-01-28,Plastic,10071.7,8555.5,33.87,17,23,Hyderabad
2025-01-29,Plastic,9731.8,7497.4,34.07,16,21,Coimbatore
2025-01-30,Plastic,10021.9,7530.3,35.68,17,15,Hyderabad
2025-01-31,Plastic,10518.0,8416.5,36.39,17,22,Coimbatore
2025-02-01,Plastic,8368.8,6723.7,33.92,14,18,Kolkata
2025-02-02,Plastic,5649.9,5240.0,35.05,13,13,Delhi
2025-02-03,Plastic,9625.9,8441.2,36.64,16,17,Ahmedabad
2025-02-04,Plastic,8782.6,8151.7,35.44,13,13,Hyderabad
2025-02-05,Plastic,9821.0,8229.8,35.32,17,23,Chennai
2025-02-06,Plastic,9778.5,8267.8,34.72,18,21,Delhi
2025-02-07,Plastic,10107.1,8178.2,36.2,17,17,Bengaluru
2025-02-08,Plastic,8001.7,6154.7,34.96,16,22,Ahmedabad
2025-02-09,Plastic,5571.8,4870.6,33.8,11,9,Hyderabad
2025-02-10,Plastic,9256.3,8262.7,35.45,17,16,Surat
2025-02-11,Plastic,9636.4,8053.5,35.1,19,18,Bengaluru
2025-02-12,Plastic,10261.5,8776.0,35.2,19,16,Surat
2025-02-13,Plastic,10810.9,9095.9,36.44,19,27,Kolkata
2025-02-14,Plastic,10062.7,9282.9,35.62,15,19,Coimbatore
2025-02-15,Plastic,8336.9,6649.5,33.58,17,18,Surat
2025-02-16,Plastic,6203.9,5675.7,34.72,12,16,Chennai
2025-02-17,Plastic,9825.5,8707.2,35.8,16,17,Delhi
2025-02-18,Plastic,10347.5,8662.7,36.32,20,22,Coimbatore
2025-02-19,Plastic,9898.0,8221.8,34.85,17,19,Ahmedabad
2025-02-20,Plastic,10601.1,8149.3,34.29,20,24,Kolkata
2025-02-21,Plastic,10318.5,8623.3,33.75,20,21,Surat
2025-02-22,Plastic,8444.2,6483.5,35.81,14,16,Bengaluru
2025-02-23,Plastic,5549.9,4507.0,36.25,12,11,Chennai
2025-02-24,Plastic,10614.4,8651.3,35.23,19,18,Ahmedabad
2025-02-25,Plastic,11219.3,9076.3,35.25,20,19,Surat
2025-02-26,Plastic,9923.9,7953.4,34.43,19,19,Hyderabad
2025-02-27,Plastic,10226.5,8807.7,34.47,17,19,Delhi
2025-02-28,Plastic,10487.7,9499.1,35.54,17,14,Coimbatore
2025-03-01,Plastic,8759.2,7469.1,34.01,13,12,Chennai
2025-03-02,Plastic,5719.3,4307.4,33.76,12,17,Delhi
2025-03-03,Plastic,9238.2,8169.3,34.03,15,16,Delhi
2025-03-04,Plastic,11036.9,9727.5,34.86,18,17,Hyderabad
2025-03-05,Plastic,10799.1,8715.0,35.02,18,22,Surat
2025-03-06,Plastic,9751.4,9224.2,34.74,18,14,Chennai
2025-03-07,Plastic,10249.8,8876.9,33.37,15,15,Kolkata
2025-03-08,Plastic,9185.6,7680.6,35.77,14,19,Hyderabad
2025-03-09,Plastic,6637.5,6274.0,35.86,13,13,Ahmedabad
2025-03-10,Plastic,10952.5,9908.8,35.2,20,25,Hyderabad
2025-03-11,Plastic,10493.2,9264.4,35.05,20,21,Mumbai
2025-03-12,Plastic,10617.4,8157.1,36.72,16,22,Surat
2025-03-13,Plastic,10540.1,9319.3,35.35,19,16,Delhi
2025-03-14,Plastic,11088.6,8965.4,36.53,19,24,Kolkata
2025-03-15,Plastic,8226.5,6346.6,34.25,16,22,Mumbai
2025-03-16,Plastic,5734.4,4780.7,36.61,11,11,Ahmedabad
2025-03-17,Plastic,11076.1,10063.2,35.66,18,21,Kolkata
2025-03-18,Plastic,10639.6,9856.9,35.85,18,16,Surat
2025-03-19,Plastic,11255.7,8509.3,34.41,20,21,Chennai
2025-03-20,Plastic,10395.4,8946.5,34.8,18,24,Ahmedabad
2025-03-21,Plastic,10668.0,8194.2,35.1,20,23,Ahmedabad
2025-03-22,Plastic,8271.1,6655.7,36.1,15,12,Delhi
2025-03-23,Plastic,6123.8,5215.2,35.42,14,12,Bengaluru
2025-03-24,Plastic,10092.2,9076.7,33.45,16,13,Surat
2025-03-25,Plastic,10522.3,9248.9,36.15,19,19,Surat
2025-03-26,Plastic,10127.7,9524.7,33.83,16,16,Hyderabad
2025-03-27,Plastic,11041.1,9072.1,35.1,21,22,Chennai
2025-03-28,Plastic,11058.5,8706.7,33.61,19,20,Hyderabad
2025-03-29,Plastic,7976.1,6786.7,33.47,16,19,Hyderabad
2025-03-30,Plastic,6720.1,5483.8,34.34,14,14,Delhi
2025-03-31,Plastic,11836.0,8878.6,34.3,18,17,Delhi
2025-04-01,Plastic,10800.2,8660.8,34.22,19,25,Surat
2025-04-02,Plastic,10513.8,8143.0,35.85,16,18,Bengaluru
2025-04-03,Plastic,11991.8,9419.4,36.09,18,27,Hyderabad
2025-04-04,Plastic,10235.7,9165.1,36.11,18,23,Pune
2025-04-05,Plastic,8751.9,7528.8,34.68,17,22,Chennai
2025-04-06,Plastic,6250.4,5485.9,36.41,10,8,Mumbai
2025-04-07,Plastic,11379.9,8814.0,35.07,18,17,Pune
2025-04-08,Plastic,10964.2,8510.5,35.15,19,15,Hyderabad
2025-04-09,Plastic,10602.1,9044.9,34.35,16,21,Coimbatore
2025-04-10,Plastic,10412.1,8157.6,34.44,19,18,Kolkata
2025-04-11,Plastic,10672.9,8029.4,36.72,16,14,Mumbai
2025-04-12,Plastic,8330.8,7598.8,36.25,13,19,Chennai
2025-04-13,Plastic,6203.6,5783.3,35.21,13,17,Chennai
2025-04-14,Plastic,10581.5,9201.1,35.38,20,18,Delhi
2025-04-15,Plastic,10186.6,8914.2,35.78,15,21,Pune
2025-04-16,Plastic,11354.8,8790.5,33.58,21,20,Surat
2025-04-17,Plastic,10609.2,8830.6,34.78,20,22,Ahmedabad
2025-04-18,Plastic,10280.7,7868.4,33.28,16,20,Surat
2025-04-19,Plastic,8686.1,8161.3,35.34,14,18,Kolkata
2025-04-20,Plastic,6209.9,5784.1,36.59,12,10,Chennai
2025-04-21,Plastic,10071.9,8762.9,33.54,19,18,Bengaluru
2025-04-22,Plastic,10952.4,8376.9,33.93,20,21,Bengaluru
2025-04-23,Plastic,10363.4,7859.8,36.3,18,15,Coimbatore
2025-04-24,Plastic,11532.2,10825.7,36.14,20,28,Chennai
2025-04-25,Plastic,11023.8,10330.7,34.9,19,22,Pune
2025-04-26,Plastic,8570.3,7088.2,35.76,15,18,Delhi
2025-04-27,Plastic,5850.3,4855.1,33.49,10,14,Bengaluru
2025-04-28,Plastic,10742.5,9605.5,35.52,16,24,Surat
2025-04-29,Plastic,11042.1,10482.6,34.55,17,19,Ahmedabad
2025-04-30,Plastic,10765.0,9524.4,33.84,16,19,Coimbatore
2025-05-01,Plastic,10677.4,9783.6,33.47,16,23,Bengaluru
2025-05-02,Plastic,10787.9,9954.0,35.74,17,24,Surat
2025-05-03,Plastic,8450.7,7764.1,36.49,14,12,Pune
2025-05-04,Plastic,5996.3,4925.6,36.31,13,17,Surat
2025-05-05,Plastic,9854.5,8811.2,33.72,18,24,Hyderabad
2025-05-06,Plastic,11146.8,8616.5,34.25,19,23,Kolkata
2025-05-07,Plastic,10851.5,9566.9,35.02,20,30,Chennai
2025-05-08,Plastic,10386.9,9547.3,36.34,19,24,Surat
2025-05-09,Plastic,11513.4,10391.6,36.26,17,25,Pune
2025-05-10,Plastic,8696.4,6575.9,33.82,13,12,Coimbatore
2025-05-11,Plastic,5666.5,5204.7,36.02,9,10,Delhi
2025-05-12,Plastic,11041.0,10016.4,35.97,21,28,Mumbai
2025-05-13,Plastic,10835.4,8679.4,36.04,19,26,Kolkata
2025-05-14,Plastic,10823.1,9635.7,35.67,19,27,Mumbai
2025-05-15,Plastic,10463.2,7927.2,35.96,17,17,Surat
2025-05-16,Plastic,10824.0,8823.0,34.23,18,15,Delhi
2025-05-17,Plastic,8486.4,6384.4,35.63,15,21,Kolkata
2025-05-18,Plastic,6298.3,4767.5,36.15,13,13,Delhi
2025-05-19,Plastic,9786.3,8185.6,35.2,19,24,Pune
2025-05-20,Plastic,10398.7,8987.6,33.39,18,16,Mumbai
2025-05-21,Plastic,11301.9,8653.1,33.75,21,26,Mumbai
2025-05-22,Plastic,10230.5,8942.1,34.84,18,26,Bengaluru
2025-05-23,Plastic,10286.2,8365.1,33.92,20,20,Delhi
2025-05-24,Plastic,8332.9,7504.2,35.37,17,23,Hyderabad
2025-05-25,Plastic,5492.0,4168.3,34.62,11,13,Kolkata
2025-05-26,Plastic,9561.4,9045.9,34.65,17,25,Delhi
2025-05-27,Plastic,10387.0,9639.4,34.37,16,14,Delhi
2025-05-28,Plastic,10527.6,8168.3,36.07,19,16,Delhi
2025-05-29,Plastic,10432.2,8631.5,35.94,20,22,Coimbatore
2025-05-30,Plastic,10377.3,9376.9,34.33,20,18,Delhi
2025-05-31,Plastic,8455.9,7823.6,35.33,16,18,Coimbatore
2025-06-01,Plastic,6381.5,4945.6,34.54,11,15,Ahmedabad
2025-06-02,Plastic,10309.5,9426.0,34.28,17,14,Pune
2025-06-03,Plastic,10129.9,9262.5,34.99,16,15,Bengaluru
2025-06-04,Plastic,10237.5,8338.0,34.21,16,17,Pune
2025-06-05,Plastic,10586.2,9692.3,34.62,16,13,Pune
2025-06-06,Plastic,10922.8,9819.9,35.08,20,20,Delhi
2025-06-07,Plastic,8075.4,7475.5,34.83,12,13,Coimbatore
2025-06-08,Plastic,5920.7,4842.5,33.78,11,16,Hyderabad
2025-06-09,Plastic,10413.5,8498.4,35.94,17,22,Kolkata
2025-06-10,Plastic,9829.8,7907.5,36.46,15,15,Surat
2025-06-11,Plastic,10242.1,8152.6,35.57,16,14,Chennai
2025-06-12,Plastic,9592.1,7206.8,33.55,16,23,Surat
2025-06-13,Plastic,9444.6,7595.1,34.15,15,20,Mumbai
2025-06-14,Plastic,8395.0,7822.1,35.49,13,13,Coimbatore
2025-06-15,Plastic,5641.9,5142.5,35.13,12,14,Mumbai
2025-06-16,Plastic,10225.8,9090.1,36.05,16,20,Ahmedabad
2025-06-17,Plastic,10113.0,9356.4,34.94,19,17,Mumbai
2025-06-18,Plastic,9686.3,7352.2,33.77,15,16,Kolkata
2025-06-19,Plastic,10062.6,7843.3,33.57,18,22,Surat
2025-06-20,Plastic,9538.3,8804.8,36.4,18,15,Chennai
2025-06-21,Plastic,8720.9,7679.9,36.61,17,18,Mumbai
2025-06-22,Plastic,5151.1,4030.9,34.68,11,13,Surat
2025-06-23,Plastic,9919.8,8937.4,34.77,16,20,Pune
2025-06-24,Plastic,9540.1,8116.6,34.83,16,21,Pune
2025-06-25,Plastic,10205.5,9423.4,34.71,17,20,Kolkata
2025-06-26,Plastic,9802.1,7633.3,35.87,18,25,Bengaluru
2025-06-27,Plastic,9702.4,7887.2,34.28,16,14,Pune
2025-06-28,Plastic,8379.0,6623.8,33.66,16,24,Kolkata
2025-06-29,Plastic,5659.5,5101.7,35.19,11,9,Hyderabad
2025-06-30,Plastic,10081.6,8068.8,34.53,19,25,Bengaluru
2025-07-01,Plastic,9424.6,8031.2,34.9,14,21,Ahmedabad
2025-07-02,Plastic,9224.2,7650.0,34.77,17,22,Kolkata
2025-07-03,Plastic,9846.4,7637.9,35.16,18,18,Kolkata
