transaction_id,date,material_type,quantity_kg,agreed_price_per_kg,total_amount,status,co2_avoided_kg,landfill_diverted_kg
TX-10317,2025-11-19,Plastic,1129.7,34.7,39200.59,completed,1694.55,1073.21
TX-10318,2026-03-30,Glass,1686.7,8.2,13830.94,completed,590.35,1602.37
TX-10319,2025-09-16,Paper,1856.9,12.91,23972.58,completed,2042.59,1764.06
TX-10320,2026-03-24,Textile,1703.6,26.01,44310.64,completed,5451.52,1618.42
TX-10321,2026-02-06,Glass,2148.7,7.69,16523.5,completed,752.04,2041.26
TX-10322,2026-02-24,Plastic,59.7,36.57,2183.23,completed,89.55,56.72
TX-10323,2025-12-25,Steel,1907.5,38.65,73724.88,completed,3433.5,1812.12
TX-10324,2025-11-03,Aluminum,793.0,197.44,156569.92,completed,7216.3,753.35
TX-10325,2026-01-19,Copper,2431.5,600.02,1458948.63,completed,10941.75,2309.92
TX-10326,2025-11-25,Textile,2356.2,28.65,67505.13,completed,7539.84,2238.39
TX-10327,2026-04-27,Aluminum,1223.3,184.86,226139.24,completed,11132.03,1162.13
TX-10328,2026-02-10,Other,2602.8,16.05,41774.94,completed,2082.24,2472.66
TX-10329,2025-09-12,Steel,549.3,40.17,22065.38,completed,988.74,521.83
TX-10330,2025-07-02,Aluminum,1227.9,190.45,233853.55,completed,11173.89,1166.51
TX-10331,2026-01-06,Aluminum,2565.1,182.5,468130.75,completed,23342.41,2436.84
TX-10332,2025-12-13,Plastic,2288.5,34.58,79136.33,completed,3432.75,2174.07
TX-10333,2025-11-02,Copper,2947.0,617.11,1818623.17,completed,13261.5,2799.65
TX-10334,2026-03-08,Steel,1223.8,39.76,48658.29,completed,2202.84,1162.61
TX-10335,2026-03-11,Steel,1262.9,45.83,57878.71,pending,2273.22,1199.76
TX-10336,2025-10-17,Copper,55.8,698.29,38964.58,completed,251.1,53.01
TX-10337,2025-10-31,Glass,452.3,7.78,3518.89,completed,158.31,429.69
TX-10338,2025-10-26,Steel,757.6,39.89,30220.66,completed,1363.68,719.72
TX-10339,2025-06-08,Aluminum,130.3,172.46,22471.54,completed,1185.73,123.79
TX-10340,2025-08-27,Other,1656.5,15.82,26205.83,completed,1325.2,1573.67
TX-10341,2025-11-18,Plastic,231.0,36.3,8385.3,completed,346.5,219.45
TX-10342,2026-06-01,Copper,2799.5,641.63,1796243.19,completed,12597.75,2659.53
TX-10343,2025-11-13,Other,2920.9,14.15,41330.74,completed,2336.72,2774.86
TX-10344,2025-09-03,Textile,1785.7,30.77,54945.99,completed,5714.24,1696.41
TX-10345,2025-12-26,Paper,2219.0,12.96,28758.24,completed,2440.9,2108.05
TX-10346,2026-04-02,Cardboard,2611.2,14.16,36974.59,completed,2611.2,2480.64
TX-10347,2025-12-10,Plastic,253.9,34.13,8665.61,completed,380.85,241.2
TX-10348,2026-04-25,Aluminum,1421.6,187.11,265995.58,completed,12936.56,1350.52
TX-10349,2025-12-10,Plastic,211.5,35.6,7529.4,completed,317.25,200.92
TX-10350,2025-11-19,Copper,1298.1,707.14,917938.43,completed,5841.45,1233.19
TX-10351,2026-02-06,Copper,2250.4,716.84,1613176.74,completed,10126.8,2137.88
TX-10352,2026-03-28,Steel,479.5,41.34,19822.53,completed,863.1,455.52
TX-10353,2026-03-20,Cardboard,1438.5,14.14,20340.39,completed,1438.5,1366.58
TX-10354,2025-09-02,Cardboard,2089.1,13.42,28035.72,completed,2089.1,1984.64
TX-10355,2025-10-22,Copper,1324.9,675.22,894598.98,completed,5962.05,1258.65
TX-10356,2026-02-27,Steel,2569.7,40.29,103533.21,completed,4625.46,2441.21
TX-10357,2025-09-09,Copper,1525.3,718.61,1096095.83,completed,6863.85,1449.03
TX-10358,2025-09-20,Steel,1046.7,46.99,49184.43,completed,1884.06,994.37
TX-10359,2026-05-15,E-waste,130.8,124.34,16263.67,completed,758.64,124.26
TX-10360,2026-05-18,Aluminum,332.9,175.6,58457.24,completed,3029.39,316.25
TX-10361,2025-11-21,Paper,2777.1,11.49,31908.88,in_negotiation,3054.81,2638.24
TX-10362,2025-12-07,Paper,1194.2,12.66,15118.57,completed,1313.62,1134.49
TX-10363,2025-09-21,Other,1747.1,14.48,25298.01,completed,1397.68,1659.74
TX-10364,2025-06-18,Glass,874.6,8.81,7705.23,completed,306.11,830.87
TX-10365,2026-05-21,Other,608.1,15.73,9565.41,completed,486.48,577.7
TX-10366,2025-11-28,Copper,2773.3,709.68,1968155.54,completed,12479.85,2634.64
TX-10367,2025-09-15,Plastic,2161.3,35.33,76358.73,completed,3241.95,2053.24
TX-10368,2025-12-04,Other,2373.9,14.04,33329.56,completed,1899.12,2255.2
TX-10369,2025-06-12,Other,1054.0,16.09,16958.86,completed,843.2,1001.3
TX-10370,2025-11-22,Paper,1706.1,11.91,20319.65,completed,1876.71,1620.79
TX-10371,2026-05-25,Cardboard,2974.3,13.85,41194.06,completed,2974.3,2825.59
TX-10372,2025-09-24,Steel,586.6,44.5,26103.7,completed,1055.88,557.27
TX-10373,2026-02-02,Aluminum,63.2,180.77,11424.66,completed,575.12,60.04
TX-10374,2026-01-10,Cardboard,1828.9,13.73,25110.8,completed,1828.9,1737.45
TX-10375,2026-05-15,Textile,1396.3,28.37,39613.03,completed,4468.16,1326.48
TX-10376,2025-08-26,Glass,2242.3,7.52,16862.1,completed,784.81,2130.18
TX-10377,2026-04-27,Glass,1173.4,7.94,9316.8,completed,410.69,1114.73
TX-10378,2026-03-20,Textile,452.3,30.45,13772.53,completed,1447.36,429.69
TX-10379,2025-08-28,Aluminum,1032.2,170.29,175773.34,completed,9393.02,980.59
TX-10380,2026-04-17,Paper,354.7,11.31,4011.66,completed,390.17,336.96
TX-10381,2025-11-29,Glass,2229.6,7.64,17034.14,completed,780.36,2118.12
TX-10382,2025-08-13,Copper,1297.3,651.06,844620.14,completed,5837.85,1232.43
TX-10383,2025-06-14,Cardboard,2368.6,15.49,36689.61,completed,2368.6,2250.17
TX-10384,2025-11-08,Aluminum,1726.9,176.48,304763.31,completed,15714.79,1640.56
TX-10385,2026-01-04,Plastic,2473.4,33.39,82586.83,completed,3710.1,2349.73
TX-10386,2025-09-10,Glass,2936.3,7.61,22345.24,completed,1027.7,2789.49
TX-10387,2025-09-24,Paper,463.7,12.02,5573.67,completed,510.07,440.51
TX-10388,2025-10-31,Plastic,2612.0,37.07,96826.84,completed,3918.0,2481.4
TX-10389,2026-01-31,Plastic,260.0,33.25,8645.0,completed,390.0,247.0
TX-10390,2025-09-06,Paper,2394.9,11.14,26679.19,completed,2634.39,2275.16
TX-10391,2026-03-01,Textile,780.0,30.86,24070.8,completed,2496.0,741.0
TX-10392,2025-10-02,Glass,2193.5,8.88,19478.28,completed,767.72,2083.82
TX-10393,2025-08-23,Steel,2974.6,40.01,119013.75,completed,5354.28,2825.87
TX-10394,2025-10-20,Textile,1780.1,27.34,48667.93,completed,5696.32,1691.09
TX-10395,2026-01-09,Aluminum,1343.0,188.14,252672.02,completed,12221.3,1275.85
TX-10396,2025-08-23,Paper,1543.5,12.55,19370.93,completed,1697.85,1466.32
TX-10397,2026-01-25,Aluminum,2948.9,192.13,566572.16,completed,26834.99,2801.45
TX-10398,2025-06-21,Copper,2208.6,693.31,1531244.47,completed,9938.7,2098.17
TX-10399,2025-10-27,Paper,1594.9,11.06,17639.59,completed,1754.39,1515.15
TX-10400,2025-08-05,Paper,359.1,12.81,4600.07,completed,395.01,341.14
TX-10401,2026-05-01,Other,108.3,14.64,1585.51,completed,86.64,102.88
TX-10402,2026-05-03,Aluminum,2908.4,191.63,557336.69,completed,26466.44,2762.98
TX-10403,2026-05-19,Plastic,260.6,38.08,9923.65,completed,390.9,247.57
TX-10404,2025-08-28,Other,2997.6,14.65,43914.84,completed,2398.08,2847.72
TX-10405,2026-06-01,Aluminum,2875.0,176.01,506028.75,completed,26162.5,2731.25
TX-10406,2025-08-06,Copper,266.5,657.59,175247.74,completed,1199.25,253.17
TX-10407,2026-05-17,Paper,2904.9,11.22,32592.98,completed,3195.39,2759.65
TX-10408,2025-06-05,Glass,690.2,7.94,5480.19,completed,241.57,655.69
TX-10409,2026-03-09,E-waste,983.7,119.69,117739.05,completed,5705.46,934.51
TX-10410,2026-01-14,Textile,2901.7,27.76,80551.19,completed,9285.44,2756.61
TX-10411,2025-10-14,Copper,1591.0,642.92,1022885.72,completed,7159.5,1511.45
TX-10412,2025-06-11,Textile,1722.1,26.43,45515.1,completed,5510.72,1635.99
TX-10413,2026-01-29,E-waste,202.7,114.15,23138.2,completed,1175.66,192.56
TX-10414,2026-03-04,Plastic,1195.4,32.93,39364.52,completed,1793.1,1135.63
TX-10415,2025-07-11,Copper,2726.3,654.48,1784308.82,completed,12268.35,2589.99
TX-10416,2025-07-20,E-waste,805.4,128.43,103437.52,completed,4671.32,765.13
TX-10417,2025-07-28,Paper,155.5,11.29,1755.59,completed,171.05,147.72
TX-10418,2025-06-06,Glass,1913.8,8.89,17013.68,completed,669.83,1818.11
TX-10419,2025-11-10,Steel,1075.9,39.66,42670.19,completed,1936.62,1022.11
TX-10420,2025-09-11,E-waste,1522.8,112.19,170842.93,completed,8832.24,1446.66
TX-10421,2025-08-14,E-waste,999.6,111.16,111115.54,completed,5797.68,949.62
TX-10422,2025-11-12,Paper,2450.4,12.83,31438.63,completed,2695.44,2327.88
TX-10423,2026-03-08,Aluminum,1576.8,191.49,301941.43,completed,14348.88,1497.96
TX-10424,2026-01-06,Other,2039.0,14.18,28913.02,completed,1631.2,1937.05
TX-10425,2025-09-29,Plastic,1252.2,32.89,41184.86,completed,1878.3,1189.59
TX-10426,2026-05-02,Other,1858.6,14.51,26968.29,completed,1486.88,1765.67
TX-10427,2025-07-21,Other,2834.6,15.92,45126.83,completed,2267.68,2692.87
TX-10428,2025-06-14,Aluminum,2443.4,187.6,458381.84,completed,22234.94,2321.23
TX-10429,2026-04-16,Steel,1382.4,44.58,61627.39,in_negotiation,2488.32,1313.28
TX-10430,2025-08-09,Other,2002.2,16.34,32715.95,completed,1601.76,1902.09
TX-10431,2026-02-22,Cardboard,1370.0,15.4,21098.0,completed,1370.0,1301.5
TX-10432,2026-05-30,Glass,1793.9,8.81,15804.26,completed,627.87,1704.2
TX-10433,2025-10-14,Glass,1926.0,7.84,15099.84,completed,674.1,1829.7
TX-10434,2025-08-16,Aluminum,1245.3,174.98,217902.59,completed,11332.23,1183.03
TX-10435,2026-02-28,Plastic,2813.7,35.23,99126.65,completed,4220.55,2673.01
TX-10436,2026-01-10,Textile,2688.0,28.83,77495.04,completed,8601.6,2553.6
TX-10437,2025-11-19,Aluminum,256.7,193.17,49586.74,completed,2335.97,243.86
TX-10438,2026-05-24,Steel,2640.0,39.89,105309.6,completed,4752.0,2508.0
TX-10439,2026-01-05,Aluminum,1503.5,183.52,275922.32,completed,13681.85,1428.33
TX-10440,2026-01-20,Textile,1403.4,26.13,36670.84,completed,4490.88,1333.23
TX-10441,2026-05-20,Cardboard,2677.8,13.58,36364.52,completed,2677.8,2543.91
TX-10442,2025-09-23,Other,1917.5,14.05,26940.88,completed,1534.0,1821.62
TX-10443,2025-09-06,Plastic,2240.1,32.88,73654.49,completed,3360.15,2128.09
TX-10444,2025-08-31,Other,211.5,14.34,3032.91,completed,169.2,200.92
TX-10445,2025-12-15,Textile,297.5,29.74,8847.65,completed,952.0,282.62
TX-10446,2025-07-13,Aluminum,1366.3,200.69,274202.75,completed,12433.33,1297.98
TX-10447,2025-07-30,Glass,2053.7,7.97,16367.99,completed,718.79,1951.01
TX-10448,2025-06-30,Textile,2650.8,28.91,76634.63,completed,8482.56,2518.26
TX-10449,2026-01-03,Other,2338.9,16.73,39129.8,completed,1871.12,2221.95
TX-10450,2026-03-11,Aluminum,849.1,189.84,161193.14,completed,7726.81,806.64
TX-10451,2025-09-01,Other,1992.0,15.81,31493.52,in_negotiation,1593.6,1892.4
TX-10452,2026-02-03,Textile,688.2,28.07,19317.77,completed,2202.24,653.79
TX-10453,2025-09-26,Textile,2669.6,26.92,71865.63,completed,8542.72,2536.12
TX-10454,2026-04-28,Other,2912.0,13.93,40564.16,completed,2329.6,2766.4
TX-10455,2026-04-26,Textile,2992.2,28.16,84260.35,completed,9575.04,2842.59
TX-10456,2025-11-29,Glass,108.4,8.39,909.48,completed,37.94,102.98
TX-10457,2025-06-25,Glass,2052.4,7.45,15290.38,completed,718.34,1949.78
TX-10458,2026-04-17,Textile,1884.6,27.78,52354.19,completed,6030.72,1790.37
TX-10459,2026-02-14,Other,2496.9,14.85,37078.97,pending,1997.52,2372.05
TX-10460,2026-01-07,Glass,2788.0,7.86,21913.68,completed,975.8,2648.6
TX-10461,2025-10-26,Other,2335.8,16.33,38143.61,completed,1868.64,2219.01
TX-10462,2025-07-04,Textile,1207.7,27.84,33622.37,completed,3864.64,1147.32
TX-10463,2026-04-22,Other,2267.2,15.55,35254.96,pending,1813.76,2153.84
TX-10464,2025-12-22,E-waste,322.0,113.22,36456.84,completed,1867.6,305.9
TX-10465,2025-11-06,Copper,1853.3,667.76,1237559.61,completed,8339.85,1760.63
TX-10466,2025-10-13,Cardboard,1849.2,13.54,25038.17,completed,1849.2,1756.74
TX-10467,2026-01-17,Copper,1355.2,671.25,909678.0,pending,6098.4,1287.44
TX-10468,2025-07-31,Copper,2312.1,654.61,1513523.78,completed,10404.45,2196.49
TX-10469,2026-05-21,Aluminum,2990.6,194.05,580325.93,completed,27214.46,2841.07
TX-10470,2025-11-21,E-waste,1943.0,115.18,223794.74,completed,11269.4,1845.85
TX-10471,2026-01-15,Glass,1095.5,8.86,9706.13,completed,383.42,1040.72
TX-10472,2026-04-14,Steel,1000.6,44.66,44686.8,completed,1801.08,950.57
TX-10473,2025-12-19,Cardboard,155.5,13.43,2088.36,completed,155.5,147.72
TX-10474,2026-01-04,Plastic,1512.3,36.09,54578.91,completed,2268.45,1436.68
TX-10475,2025-12-20,Glass,1442.3,7.95,11466.28,completed,504.8,1370.18
TX-10476,2025-07-09,Glass,2671.4,7.76,20730.06,completed,934.99,2537.83
TX-10477,2025-10-24,E-waste,645.7,132.82,85761.87,completed,3745.06,613.41
TX-10478,2025-07-24,Cardboard,553.8,14.16,7841.81,completed,553.8,526.11
TX-10479,2025-09-15,Aluminum,1503.1,168.8,253723.28,completed,13678.21,1427.94
TX-10480,2025-10-06,Aluminum,1920.3,194.48,373459.94,completed,17474.73,1824.28
TX-10481,2025-10-01,Steel,808.4,39.45,31891.38,completed,1455.12,767.98
TX-10482,2026-04-02,Aluminum,2071.8,166.49,344933.98,completed,18853.38,1968.21
TX-10483,2026-05-27,E-waste,1584.8,129.76,205643.65,completed,9191.84,1505.56
TX-10484,2025-12-22,Textile,298.9,25.86,7729.55,completed,956.48,283.95
TX-10485,2025-11-07,Paper,834.3,12.48,10412.06,completed,917.73,792.58
TX-10486,2025-10-26,Other,2247.3,15.92,35777.02,completed,1797.84,2134.93
TX-10487,2026-01-09,Copper,2877.9,616.37,1773851.22,completed,12950.55,2734.01
TX-10488,2026-05-20,E-waste,2528.2,121.05,306038.61,completed,14663.56,2401.79
TX-10489,2025-11-22,Aluminum,842.3,188.93,159135.74,completed,7664.93,800.18
TX-10490,2025-08-26,Aluminum,2186.3,166.3,363581.69,completed,19895.33,2076.99
TX-10491,2026-04-29,Cardboard,941.7,15.11,14229.09,completed,941.7,894.62
TX-10492,2026-03-27,Glass,469.2,7.51,3523.69,completed,164.22,445.74
TX-10493,2025-12-14,Glass,1645.7,8.65,14235.31,completed,576.0,1563.41
TX-10494,2026-03-22,Other,2698.1,16.35,44113.94,completed,2158.48,2563.19
TX-10495,2025-10-19,E-waste,1089.2,131.44,143164.45,pending,6317.36,1034.74
TX-10496,2025-06-22,Cardboard,569.9,14.4,8206.56,completed,569.9,541.4
TX-10497,2025-07-14,Textile,2365.4,27.46,64953.88,completed,7569.28,2247.13
TX-10498,2026-05-09,Plastic,2043.8,35.29,72125.7,completed,3065.7,1941.61
TX-10499,2026-04-14,Aluminum,2909.0,167.83,488217.47,completed,26471.9,2763.55
